	0	1	2	p_value
143	CHEMBL67241	9448	0	0.4046598494845891
144	CHEMBL67241	9212	0	0.4046598494845891
145	CHEMBL67241	8711	0	0.4046598494845891
146	CHEMBL67241	8569	0	0.4046598494845891
147	CHEMBL67241	7525	0	0.4046598494845891
148	CHEMBL67241	7301	0	0.4046598494845891
149	CHEMBL67241	6795	0	0.4046598494845891
150	CHEMBL67241	6790	0	0.4046598494845891
151	CHEMBL67241	6714	0	0.4046598494845891
152	CHEMBL67241	640	0	0.4046598494845891
153	CHEMBL67241	5979	0	0.4046598494845891
154	CHEMBL67241	5753	0	0.4046598494845891
155	CHEMBL67241	5159	0	0.4046598494845891
156	CHEMBL67241	5156	0	0.4046598494845891
157	CHEMBL67241	4593	0	0.4046598494845891
158	CHEMBL67241	4486	0	0.4046598494845891
159	CHEMBL67241	4233	0	0.4046598494845891
160	CHEMBL67241	4067	0	0.4046598494845891
161	CHEMBL67241	3932	0	0.4046598494845891
162	CHEMBL67241	3791	0	0.4046598494845891
163	CHEMBL67241	2932	0	0.4046598494845891
164	CHEMBL67241	2931	0	0.4046598494845891
165	CHEMBL67241	2872	0	0.4046598494845891
166	CHEMBL67241	27	0	0.4046598494845891
167	CHEMBL67241	2534	0	0.4046598494845891
168	CHEMBL67241	25	0	0.4046598494845891
169	CHEMBL67241	2324	0	0.4046598494845891
170	CHEMBL67241	2268	0	0.4046598494845891
171	CHEMBL67241	2066	0	0.4046598494845891
172	CHEMBL67241	1956	0	0.4046598494845891
173	CHEMBL67241	1017	0	0.4046598494845891
174	CHEMBL66292	983	0	0.4046598494845891
175	CHEMBL66292	9448	0	0.4046598494845891
176	CHEMBL66292	9212	0	0.4046598494845891
177	CHEMBL66292	9149	0	0.4046598494845891
178	CHEMBL66292	9024	0	0.4046598494845891
179	CHEMBL66292	84446	0	0.4046598494845891
180	CHEMBL66292	7525	0	0.4046598494845891
181	CHEMBL66292	6714	0	0.4046598494845891
182	CHEMBL66292	5159	0	0.4046598494845891
183	CHEMBL66292	5156	0	0.4046598494845891
184	CHEMBL66292	50488	0	0.4046598494845891
185	CHEMBL66292	4486	0	0.4046598494845891
186	CHEMBL66292	4233	0	0.4046598494845891
187	CHEMBL66292	4067	0	0.4046598494845891
188	CHEMBL66292	3932	0	0.4046598494845891
189	CHEMBL66292	3815	0	0.4046598494845891
190	CHEMBL66292	3791	0	0.4046598494845891
191	CHEMBL66292	3055	0	0.4046598494845891
192	CHEMBL66292	2932	0	0.4046598494845891
193	CHEMBL66292	2931	0	0.4046598494845891
194	CHEMBL66292	27	0	0.4046598494845891
195	CHEMBL66292	2534	0	0.4046598494845891
196	CHEMBL66292	25	0	0.4046598494845891
197	CHEMBL66292	2322	0	0.4046598494845891
198	CHEMBL66292	2268	0	0.4046598494845891
199	CHEMBL66292	204851	0	0.4046598494845891
200	CHEMBL66292	1956	0	0.4046598494845891
201	CHEMBL66292	1859	0	0.4046598494845891
202	CHEMBL66292	147746	0	0.4046598494845891
203	CHEMBL66292	1020	0	0.4046598494845891
204	CHEMBL66292	1017	0	0.4046598494845891
205	CHEMBL66004	9641	0	0.6610966885111514
206	CHEMBL66004	9212	0	0.6610966885111514
207	CHEMBL66004	8445	0	0.6610966885111514
208	CHEMBL66004	7525	0	0.6610966885111514
209	CHEMBL66004	6795	0	0.6610966885111514
210	CHEMBL66004	6790	0	0.6610966885111514
211	CHEMBL66004	6714	0	0.6610966885111514
212	CHEMBL66004	6446	0	0.6610966885111514
213	CHEMBL66004	640	0	0.6610966885111514
214	CHEMBL66004	5979	0	0.6610966885111514
215	CHEMBL66004	5593	0	0.6610966885111514
216	CHEMBL66004	5159	0	0.6610966885111514
217	CHEMBL66004	5156	0	0.6610966885111514
218	CHEMBL66004	4067	0	0.6610966885111514
219	CHEMBL66004	3932	0	0.6610966885111514
220	CHEMBL66004	3815	0	0.6610966885111514
221	CHEMBL66004	3791	0	0.6610966885111514
222	CHEMBL66004	3055	0	0.6610966885111514
223	CHEMBL66004	2931	0	0.6610966885111514
224	CHEMBL66004	27	0	0.6610966885111514
225	CHEMBL66004	2534	0	0.6610966885111514
226	CHEMBL66004	25	0	0.6610966885111514
227	CHEMBL66004	2268	0	0.6610966885111514
228	CHEMBL66004	2043	0	0.6610966885111514
229	CHEMBL66004	1859	0	0.6610966885111514
230	CHEMBL66004	120892	0	0.6610966885111514
231	CHEMBL66004	1147	0	0.6610966885111514
232	CHEMBL66004	1111	0	0.6610966885111514
233	CHEMBL65884	6714	0	1.0
234	CHEMBL65884	5159	0	1.0
235	CHEMBL65884	5156	0	1.0
236	CHEMBL65884	4067	0	1.0
237	CHEMBL65884	3932	0	1.0
238	CHEMBL65884	2932	0	1.0
239	CHEMBL65884	2931	0	1.0
240	CHEMBL65884	27	0	1.0
241	CHEMBL65884	25	0	1.0
242	CHEMBL65884	1017	0	1.0
243	CHEMBL63728	983	0	0.30184866610936456
244	CHEMBL63728	7525	0	0.30184866610936456
245	CHEMBL63728	6714	0	0.30184866610936456
246	CHEMBL63728	640	0	0.30184866610936456
247	CHEMBL63728	5979	0	0.30184866610936456
248	CHEMBL63728	5293	0	0.30184866610936456
249	CHEMBL63728	5159	0	0.30184866610936456
250	CHEMBL63728	5156	0	0.30184866610936456
251	CHEMBL63728	4593	0	0.30184866610936456
252	CHEMBL63728	4067	0	0.30184866610936456
253	CHEMBL63728	3932	0	0.30184866610936456
254	CHEMBL63728	3815	0	0.30184866610936456
255	CHEMBL63728	2870	0	0.30184866610936456
256	CHEMBL63728	27	0	0.30184866610936456
257	CHEMBL63728	2534	0	0.30184866610936456
258	CHEMBL63728	25	0	0.30184866610936456
259	CHEMBL63728	2268	0	0.30184866610936456
260	CHEMBL63728	1436	0	0.30184866610936456
261	CHEMBL63728	1020	0	0.30184866610936456
262	CHEMBL63728	1017	0	0.30184866610936456
263	CHEMBL588025	9212	0	1.0
264	CHEMBL588025	8711	0	1.0
265	CHEMBL588025	7010	0	1.0
266	CHEMBL588025	6795	0	1.0
267	CHEMBL588025	6793	0	1.0
268	CHEMBL588025	6790	0	1.0
269	CHEMBL588025	6714	0	1.0
270	CHEMBL588025	660	0	1.0
271	CHEMBL588025	6300	0	1.0
272	CHEMBL588025	6198	0	1.0
273	CHEMBL588025	6196	0	1.0
274	CHEMBL588025	6195	0	1.0
275	CHEMBL588025	5979	0	1.0
276	CHEMBL588025	5871	0	1.0
277	CHEMBL588025	5159	0	1.0
278	CHEMBL588025	5156	0	1.0
279	CHEMBL588025	4921	0	1.0
280	CHEMBL588025	4915	0	1.0
281	CHEMBL588025	4914	0	1.0
282	CHEMBL588025	4593	0	1.0
283	CHEMBL588025	4067	0	1.0
284	CHEMBL588025	4058	0	1.0
285	CHEMBL588025	3932	0	1.0
286	CHEMBL588025	3815	0	1.0
287	CHEMBL588025	3791	0	1.0
288	CHEMBL588025	3055	0	1.0
289	CHEMBL588025	2872	0	1.0
290	CHEMBL588025	27	0	1.0
291	CHEMBL588025	26576	0	1.0
292	CHEMBL588025	25	0	1.0
293	CHEMBL588025	2324	0	1.0
294	CHEMBL588025	2322	0	1.0
295	CHEMBL588025	2321	0	1.0
296	CHEMBL588025	2185	0	1.0
297	CHEMBL588025	2050	0	1.0
298	CHEMBL588025	2049	0	1.0
299	CHEMBL588025	2048	0	1.0
300	CHEMBL588025	2043	0	1.0
301	CHEMBL588025	2042	0	1.0
302	CHEMBL588025	1969	0	1.0
303	CHEMBL588025	147746	0	1.0
304	CHEMBL588025	1445	0	1.0
305	CHEMBL588025	1436	0	1.0
306	CHEMBL581096	9448	0	0.7243896162265653
307	CHEMBL581096	9212	0	0.7243896162265653
308	CHEMBL581096	7525	0	0.7243896162265653
309	CHEMBL581096	7294	0	0.7243896162265653
310	CHEMBL581096	7010	0	0.7243896162265653
311	CHEMBL581096	7006	0	0.7243896162265653
312	CHEMBL581096	6795	0	0.7243896162265653
313	CHEMBL581096	6793	0	0.7243896162265653
314	CHEMBL581096	6714	0	0.7243896162265653
315	CHEMBL581096	660	0	0.7243896162265653
316	CHEMBL581096	640	0	0.7243896162265653
317	CHEMBL581096	5979	0	0.7243896162265653
318	CHEMBL581096	5753	0	0.7243896162265653
319	CHEMBL581096	5159	0	0.7243896162265653
320	CHEMBL581096	5156	0	0.7243896162265653
321	CHEMBL581096	50488	0	0.7243896162265653
322	CHEMBL581096	4921	0	0.7243896162265653
323	CHEMBL581096	4067	0	0.7243896162265653
324	CHEMBL581096	4058	0	0.7243896162265653
325	CHEMBL581096	3932	0	0.7243896162265653
326	CHEMBL581096	3815	0	0.7243896162265653
327	CHEMBL581096	3791	0	0.7243896162265653
328	CHEMBL581096	3055	0	0.7243896162265653
329	CHEMBL581096	27	0	0.7243896162265653
330	CHEMBL581096	2534	0	0.7243896162265653
331	CHEMBL581096	25	0	0.7243896162265653
332	CHEMBL581096	2444	0	0.7243896162265653
333	CHEMBL581096	2324	0	0.7243896162265653
334	CHEMBL581096	2321	0	0.7243896162265653
335	CHEMBL581096	2268	0	0.7243896162265653
336	CHEMBL581096	2260	0	0.7243896162265653
337	CHEMBL581096	2066	0	0.7243896162265653
338	CHEMBL581096	2050	0	0.7243896162265653
339	CHEMBL581096	2049	0	0.7243896162265653
340	CHEMBL581096	2048	0	0.7243896162265653
341	CHEMBL581096	2043	0	0.7243896162265653
342	CHEMBL581096	2042	0	0.7243896162265653
343	CHEMBL581096	1969	0	0.7243896162265653
344	CHEMBL581096	1956	0	0.7243896162265653
345	CHEMBL581096	1445	0	0.7243896162265653
346	CHEMBL581096	1432	0	0.7243896162265653
347	CHEMBL581096	102724428	0	0.7243896162265653
348	CHEMBL531804	6795	0	1.0
349	CHEMBL531804	2268	0	1.0
350	CHEMBL531804	2066	0	1.0
351	CHEMBL531804	2064	0	1.0
352	CHEMBL531804	1956	0	1.0
353	CHEMBL531804	1445	0	1.0
354	CHEMBL529066	2066	0	1.0
355	CHEMBL529066	2064	0	1.0
356	CHEMBL529066	1956	0	1.0
357	CHEMBL524901	9149	0	1.0
358	CHEMBL522709	9891	0	1.0
359	CHEMBL522709	91754	0	1.0
360	CHEMBL522709	6793	0	1.0
361	CHEMBL522709	5347	0	1.0
362	CHEMBL522709	4750	0	1.0
363	CHEMBL521806	9024	0	1.0
364	CHEMBL521806	8711	0	1.0
365	CHEMBL521806	84446	0	1.0
366	CHEMBL521806	6795	0	1.0
367	CHEMBL521806	6793	0	1.0
368	CHEMBL521806	6789	0	1.0
369	CHEMBL521806	640	0	1.0
370	CHEMBL521806	5979	0	1.0
371	CHEMBL521806	5347	0	1.0
372	CHEMBL521806	5159	0	1.0
373	CHEMBL521806	5156	0	1.0
374	CHEMBL521806	3791	0	1.0
375	CHEMBL521806	3055	0	1.0
376	CHEMBL521806	29110	0	1.0
377	CHEMBL521806	2324	0	1.0
378	CHEMBL521806	120892	0	1.0
379	CHEMBL520037	9891	0	0.5123250208844705
380	CHEMBL520037	91754	0	0.5123250208844705
381	CHEMBL520037	8711	0	0.5123250208844705
382	CHEMBL520037	7525	0	0.5123250208844705
383	CHEMBL520037	6714	0	0.5123250208844705
384	CHEMBL520037	5979	0	0.5123250208844705
385	CHEMBL520037	5347	0	0.5123250208844705
386	CHEMBL520037	3815	0	0.5123250208844705
387	CHEMBL520037	29110	0	0.5123250208844705
388	CHEMBL520037	2048	0	0.5123250208844705
389	CHEMBL520037	2043	0	0.5123250208844705
390	CHEMBL520037	1457	0	0.5123250208844705
391	CHEMBL520037	1436	0	0.5123250208844705
392	CHEMBL519881	9641	0	1.0
393	CHEMBL519881	91754	0	1.0
394	CHEMBL519881	6790	0	1.0
395	CHEMBL519881	5979	0	1.0
396	CHEMBL519881	29110	0	1.0
397	CHEMBL519881	120892	0	1.0
398	CHEMBL518968	5159	0	1.0
399	CHEMBL518968	5156	0	1.0
400	CHEMBL518953	6793	0	1.0
401	CHEMBL518953	5347	0	1.0
402	CHEMBL517907	8569	0	1.0
403	CHEMBL517907	6793	0	1.0
404	CHEMBL517907	2066	0	1.0
405	CHEMBL517907	1956	0	1.0
406	CHEMBL517666	1432	0	1.0
407	CHEMBL517507	5600	0	1.0
408	CHEMBL517507	1432	0	1.0
409	CHEMBL517171	83942	0	1.0
410	CHEMBL517171	5347	0	1.0
411	CHEMBL517171	4058	0	1.0
412	CHEMBL517171	3643	0	1.0
413	CHEMBL517171	3480	0	1.0
414	CHEMBL517171	238	0	1.0
415	CHEMBL517171	2185	0	1.0
416	CHEMBL517171	120892	0	1.0
417	CHEMBL517171	1196	0	1.0
418	CHEMBL517123	2066	0	1.0
419	CHEMBL517123	2064	0	1.0
420	CHEMBL517123	1956	0	1.0
421	CHEMBL516908	5600	0	1.0
422	CHEMBL516908	1432	0	1.0
423	CHEMBL516248	5347	0	1.0
424	CHEMBL514938	29110	0	1.0
425	CHEMBL514938	2066	0	1.0
426	CHEMBL514938	1956	0	1.0
427	CHEMBL514938	131890	0	1.0
428	CHEMBL514938	10000	0	1.0
429	CHEMBL514499	9891	0	1.0
430	CHEMBL514499	91754	0	1.0
431	CHEMBL514499	9024	0	1.0
432	CHEMBL514499	8711	0	1.0
433	CHEMBL514499	84446	0	1.0
434	CHEMBL514499	6793	0	1.0
435	CHEMBL514499	6789	0	1.0
436	CHEMBL514499	6788	0	1.0
437	CHEMBL514499	5979	0	1.0
438	CHEMBL514499	5347	0	1.0
439	CHEMBL514499	5159	0	1.0
440	CHEMBL514499	5156	0	1.0
441	CHEMBL514499	3791	0	1.0
442	CHEMBL514499	2324	0	1.0
443	CHEMBL514499	147746	0	1.0
444	CHEMBL514499	120892	0	1.0
445	CHEMBL514499	102724428	0	1.0
446	CHEMBL514261	8711	0	1.0
447	CHEMBL514261	83942	0	1.0
448	CHEMBL514261	7272	0	1.0
449	CHEMBL514261	6098	0	1.0
450	CHEMBL514261	5601	0	1.0
451	CHEMBL514261	4058	0	1.0
452	CHEMBL514261	3645	0	1.0
453	CHEMBL514261	3643	0	1.0
454	CHEMBL514261	3480	0	1.0
455	CHEMBL514261	238	0	1.0
456	CHEMBL514261	23617	0	1.0
457	CHEMBL514261	2242	0	1.0
458	CHEMBL514261	2241	0	1.0
459	CHEMBL514261	2185	0	1.0
460	CHEMBL514261	1956	0	1.0
461	CHEMBL514261	120892	0	1.0
462	CHEMBL514261	1196	0	1.0
463	CHEMBL514162	9891	0	0.6226463974646923
464	CHEMBL514162	9448	0	0.6226463974646923
465	CHEMBL514162	91754	0	0.6226463974646923
466	CHEMBL514162	9024	0	0.6226463974646923
467	CHEMBL514162	8711	0	0.6226463974646923
468	CHEMBL514162	84446	0	0.6226463974646923
469	CHEMBL514162	6795	0	0.6226463974646923
470	CHEMBL514162	6793	0	0.6226463974646923
471	CHEMBL514162	6789	0	0.6226463974646923
472	CHEMBL514162	6788	0	0.6226463974646923
473	CHEMBL514162	5979	0	0.6226463974646923
474	CHEMBL514162	5347	0	0.6226463974646923
475	CHEMBL514162	5159	0	0.6226463974646923
476	CHEMBL514162	5156	0	0.6226463974646923
477	CHEMBL514162	50488	0	0.6226463974646923
478	CHEMBL514162	3791	0	0.6226463974646923
479	CHEMBL514162	29110	0	0.6226463974646923
480	CHEMBL514162	2324	0	0.6226463974646923
481	CHEMBL514162	147746	0	0.6226463974646923
482	CHEMBL514162	120892	0	0.6226463974646923
483	CHEMBL513897	9891	0	1.0
484	CHEMBL513897	9448	0	1.0
485	CHEMBL513897	9149	0	1.0
486	CHEMBL513897	8711	0	1.0
487	CHEMBL513897	8445	0	1.0
488	CHEMBL513897	83942	0	1.0
489	CHEMBL513897	7272	0	1.0
490	CHEMBL513897	6789	0	1.0
491	CHEMBL513897	6195	0	1.0
492	CHEMBL513897	6098	0	1.0
493	CHEMBL513897	5979	0	1.0
494	CHEMBL513897	5601	0	1.0
495	CHEMBL513897	5587	0	1.0
496	CHEMBL513897	558	0	1.0
497	CHEMBL513897	53944	0	1.0
498	CHEMBL513897	5347	0	1.0
499	CHEMBL513897	5260	0	1.0
500	CHEMBL513897	5156	0	1.0
501	CHEMBL513897	50488	0	1.0
502	CHEMBL513897	4058	0	1.0
503	CHEMBL513897	3645	0	1.0
504	CHEMBL513897	3643	0	1.0
505	CHEMBL513897	3480	0	1.0
506	CHEMBL513897	25865	0	1.0
507	CHEMBL513897	238	0	1.0
508	CHEMBL513897	23683	0	1.0
509	CHEMBL513897	2242	0	1.0
510	CHEMBL513897	2241	0	1.0
511	CHEMBL513897	2185	0	1.0
512	CHEMBL513897	204851	0	1.0
513	CHEMBL513897	1956	0	1.0
514	CHEMBL513897	1859	0	1.0
515	CHEMBL513897	147746	0	1.0
516	CHEMBL513897	1457	0	1.0
517	CHEMBL513897	1456	0	1.0
518	CHEMBL513897	1452	0	1.0
519	CHEMBL513897	1436	0	1.0
520	CHEMBL513897	120892	0	1.0
521	CHEMBL513897	1196	0	1.0
522	CHEMBL513330	9149	0	1.0
523	CHEMBL513330	204851	0	1.0
524	CHEMBL513330	1859	0	1.0
525	CHEMBL513330	147746	0	1.0
526	CHEMBL513330	1196	0	1.0
527	CHEMBL512076	2066	0	1.0
528	CHEMBL512076	2064	0	1.0
529	CHEMBL512076	1956	0	1.0
530	CHEMBL511765	8711	0	1.0
531	CHEMBL511765	83942	0	1.0
532	CHEMBL511765	7272	0	1.0
533	CHEMBL511765	6195	0	1.0
534	CHEMBL511765	6098	0	1.0
535	CHEMBL511765	5871	0	1.0
536	CHEMBL511765	558	0	1.0
537	CHEMBL511765	5347	0	1.0
538	CHEMBL511765	5292	0	1.0
539	CHEMBL511765	5260	0	1.0
540	CHEMBL511765	4058	0	1.0
541	CHEMBL511765	3645	0	1.0
542	CHEMBL511765	3643	0	1.0
543	CHEMBL511765	3480	0	1.0
544	CHEMBL511765	2870	0	1.0
545	CHEMBL511765	238	0	1.0
546	CHEMBL511765	23617	0	1.0
547	CHEMBL511765	2242	0	1.0
548	CHEMBL511765	2241	0	1.0
549	CHEMBL511765	2185	0	1.0
550	CHEMBL511765	204851	0	1.0
551	CHEMBL511765	1956	0	1.0
552	CHEMBL511765	147746	0	1.0
553	CHEMBL511765	120892	0	1.0
554	CHEMBL511765	1196	0	1.0
555	CHEMBL507329	2066	0	1.0
556	CHEMBL507329	2064	0	1.0
557	CHEMBL507329	1956	0	1.0
558	CHEMBL506414	1956	0	1.0
559	CHEMBL506153	9578	0	1.0
560	CHEMBL506153	9475	0	1.0
561	CHEMBL506153	9252	0	1.0
562	CHEMBL506153	9149	0	1.0
563	CHEMBL506153	8986	0	1.0
564	CHEMBL506153	8476	0	1.0
565	CHEMBL506153	6198	0	1.0
566	CHEMBL506153	6197	0	1.0
567	CHEMBL506153	6196	0	1.0
568	CHEMBL506153	6195	0	1.0
569	CHEMBL506153	6093	0	1.0
570	CHEMBL506153	5613	0	1.0
571	CHEMBL506153	5593	0	1.0
572	CHEMBL506153	5592	0	1.0
573	CHEMBL506153	5583	0	1.0
574	CHEMBL506153	5579	0	1.0
575	CHEMBL506153	5578	0	1.0
576	CHEMBL506153	5566	0	1.0
577	CHEMBL506153	5292	0	1.0
578	CHEMBL506153	415116	0	1.0
579	CHEMBL506153	2932	0	1.0
580	CHEMBL506153	2931	0	1.0
581	CHEMBL506153	1859	0	1.0
582	CHEMBL506153	120892	0	1.0
583	CHEMBL506153	100533105	0	1.0
584	CHEMBL505915	7272	0	1.0
585	CHEMBL505915	6098	0	1.0
586	CHEMBL505915	4058	0	1.0
587	CHEMBL505915	3645	0	1.0
588	CHEMBL505915	3643	0	1.0
589	CHEMBL505915	3480	0	1.0
590	CHEMBL505915	238	0	1.0
591	CHEMBL505915	2242	0	1.0
592	CHEMBL505915	2241	0	1.0
593	CHEMBL505915	2185	0	1.0
594	CHEMBL505915	2066	0	1.0
595	CHEMBL505915	1956	0	1.0
596	CHEMBL505915	120892	0	1.0
597	CHEMBL505915	1196	0	1.0
598	CHEMBL505187	4233	0	1.0
599	CHEMBL505187	2066	0	1.0
600	CHEMBL495902	1432	0	1.0
601	CHEMBL495771	9212	0	0.5123250208844705
602	CHEMBL495771	7272	0	0.5123250208844705
603	CHEMBL495771	6795	0	0.5123250208844705
604	CHEMBL495771	5159	0	0.5123250208844705
605	CHEMBL495771	5156	0	0.5123250208844705
606	CHEMBL495771	3791	0	0.5123250208844705
607	CHEMBL495771	2872	0	0.5123250208844705
608	CHEMBL495771	25865	0	0.5123250208844705
609	CHEMBL495771	23683	0	0.5123250208844705
610	CHEMBL495771	1859	0	0.5123250208844705
611	CHEMBL495771	1196	0	0.5123250208844705
612	CHEMBL495771	1019	0	0.5123250208844705
613	CHEMBL495771	1017	0	0.5123250208844705
614	CHEMBL495696	9891	0	0.7720650625321562
615	CHEMBL495696	983	0	0.7720650625321562
616	CHEMBL495696	9448	0	0.7720650625321562
617	CHEMBL495696	9212	0	0.7720650625321562
618	CHEMBL495696	9149	0	0.7720650625321562
619	CHEMBL495696	8711	0	0.7720650625321562
620	CHEMBL495696	8445	0	0.7720650625321562
621	CHEMBL495696	817	0	0.7720650625321562
622	CHEMBL495696	7301	0	0.7720650625321562
623	CHEMBL495696	6850	0	0.7720650625321562
624	CHEMBL495696	6795	0	0.7720650625321562
625	CHEMBL495696	6790	0	0.7720650625321562
