CHEMBL66004	9833	1
CHEMBL63728	9833	1
CHEMBL63728	5290	1
CHEMBL588025	4916	1
CHEMBL588025	2263	1
CHEMBL520037	9833	1
CHEMBL513897	11200	1
CHEMBL511765	11200	1
CHEMBL506153	9833	1
CHEMBL495696	9833	1
CHEMBL495696	4916	1
CHEMBL477069	9833	1
CHEMBL477069	11200	1
CHEMBL476259	9833	1
CHEMBL476259	11200	1
CHEMBL468963	9833	1
CHEMBL458865	9833	1
CHEMBL458865	11200	1
CHEMBL450071	11200	1
CHEMBL410072	9833	1
CHEMBL409892	9833	1
CHEMBL409892	4916	1
CHEMBL409892	2263	1
CHEMBL405042	4916	1
CHEMBL396107	4916	1
CHEMBL396107	2263	1
CHEMBL373751	4916	1
CHEMBL372474	2263	1
CHEMBL361894	9833	1
CHEMBL275473	2263	1
CHEMBL273564	4916	1
CHEMBL273564	2263	1
CHEMBL272414	4916	1
CHEMBL272165	9833	1
CHEMBL272165	4916	1
CHEMBL272028	9833	1
CHEMBL271595	9833	1
CHEMBL271595	4916	1
CHEMBL271595	2263	1
CHEMBL270544	4916	1
CHEMBL269883	9833	1
CHEMBL269827	4916	1
CHEMBL261849	4916	1
CHEMBL247228	4916	1
CHEMBL222419	4916	1
CHEMBL1956068	9833	1
CHEMBL1956068	11200	1
CHEMBL191705	2263	1
CHEMBL1909396	4916	1
CHEMBL1909396	2263	1
CHEMBL1909384	9833	1
CHEMBL1909375	207	1
CHEMBL1909369	4916	1
CHEMBL1909368	4916	1
CHEMBL1909365	4916	1
CHEMBL1909363	9833	1
CHEMBL1909359	2263	1
CHEMBL1909358	2263	1
CHEMBL1909350	9833	1
CHEMBL1909350	208	1
CHEMBL1909350	207	1
CHEMBL1909349	9833	1
CHEMBL1909349	208	1
CHEMBL1909349	207	1
CHEMBL189353	4916	1
CHEMBL189231	9833	1
CHEMBL188381	4916	1
CHEMBL188381	2263	1
CHEMBL188268	9833	1
CHEMBL1882194	9833	1
CHEMBL187081	9833	1
CHEMBL185962	9833	1
CHEMBL179465	2263	1
CHEMBL1794066	9833	1
CHEMBL1794066	208	1
CHEMBL1794066	207	1
CHEMBL1794065	208	1
CHEMBL1794065	207	1
CHEMBL1794058	4916	1
CHEMBL1794057	4916	1
CHEMBL1794056	4916	1
CHEMBL1794055	9833	1
CHEMBL1794055	4916	1
