CHEMBL1075104	CHEMBL1096634
CHEMBL1075104	CHEMBL1516890
CHEMBL1075104	CHEMBL175321
CHEMBL1075104	CHEMBL176857
CHEMBL1075104	CHEMBL1789963
CHEMBL1075104	CHEMBL1794050
CHEMBL1075104	CHEMBL1794052
CHEMBL1075104	CHEMBL1794055
CHEMBL1075104	CHEMBL187081
CHEMBL1075104	CHEMBL1880739
CHEMBL1075104	CHEMBL188268
CHEMBL1075104	CHEMBL1895450
CHEMBL1075104	CHEMBL1909360
CHEMBL1075104	CHEMBL1909368
CHEMBL1075104	CHEMBL1956068
CHEMBL1075104	CHEMBL222419
CHEMBL1075104	CHEMBL241517
CHEMBL1075104	CHEMBL269827
CHEMBL1075104	CHEMBL269883
CHEMBL1075104	CHEMBL270544
CHEMBL1075104	CHEMBL271595
CHEMBL1075104	CHEMBL273564
CHEMBL1075104	CHEMBL359999
CHEMBL1075104	CHEMBL361894
CHEMBL1075104	CHEMBL373751
CHEMBL1075104	CHEMBL409892
CHEMBL1075104	CHEMBL450071
CHEMBL1075104	CHEMBL456252
CHEMBL1075104	CHEMBL458415
CHEMBL1075104	CHEMBL458438
CHEMBL1075104	CHEMBL458865
CHEMBL1075104	CHEMBL463931
CHEMBL1075104	CHEMBL467581
CHEMBL1075104	CHEMBL476259
CHEMBL1075104	CHEMBL477069
CHEMBL1075104	CHEMBL480382
CHEMBL1075104	CHEMBL505915
CHEMBL1075104	CHEMBL506153
CHEMBL1075104	CHEMBL511765
CHEMBL1075104	CHEMBL513897
CHEMBL1075104	CHEMBL514162
CHEMBL1075104	CHEMBL514261
CHEMBL1075104	CHEMBL517171
CHEMBL1075104	CHEMBL521806
CHEMBL1075133	CHEMBL176857
CHEMBL1075133	CHEMBL1789963
CHEMBL1075133	CHEMBL1794050
CHEMBL1075133	CHEMBL1895450
CHEMBL1075133	CHEMBL1909349
CHEMBL1075133	CHEMBL456252
CHEMBL1075133	CHEMBL463931
CHEMBL1075167	CHEMBL179311
CHEMBL1075167	CHEMBL187081
CHEMBL1075167	CHEMBL1882194
CHEMBL1075167	CHEMBL188381
CHEMBL1075167	CHEMBL1909368
CHEMBL1075167	CHEMBL1909383
CHEMBL1075167	CHEMBL1909396
CHEMBL1075167	CHEMBL247228
CHEMBL1075167	CHEMBL273564
CHEMBL1075167	CHEMBL306865
CHEMBL1075167	CHEMBL359963
CHEMBL1075167	CHEMBL359999
CHEMBL1075167	CHEMBL361894
CHEMBL1075167	CHEMBL365248
CHEMBL1075167	CHEMBL373751
CHEMBL1075167	CHEMBL396107
CHEMBL1075167	CHEMBL450071
CHEMBL1075167	CHEMBL458865
CHEMBL1075167	CHEMBL468963
CHEMBL1075167	CHEMBL476259
CHEMBL1075167	CHEMBL477069
CHEMBL1075167	CHEMBL480382
CHEMBL1075167	CHEMBL495696
CHEMBL1075167	CHEMBL511765
CHEMBL1075167	CHEMBL513897
CHEMBL1075167	CHEMBL588025
CHEMBL1075167	CHEMBL66292
CHEMBL1824	CHEMBL1909379
CHEMBL1824	CHEMBL1909380
CHEMBL1824	CHEMBL1909385
CHEMBL1824	CHEMBL1909386
CHEMBL1824	CHEMBL1909388
CHEMBL1824	CHEMBL1909390
CHEMBL1824	CHEMBL1909391
CHEMBL1824	CHEMBL1909392
CHEMBL1824	CHEMBL1909393
CHEMBL1824	CHEMBL1909394
CHEMBL1824	CHEMBL1909395
CHEMBL1824	CHEMBL212250
CHEMBL1824	CHEMBL30432
CHEMBL1824	CHEMBL384407
CHEMBL1824	CHEMBL475599
CHEMBL1824	CHEMBL475761
CHEMBL1824	CHEMBL507329
CHEMBL1824	CHEMBL512076
CHEMBL1824	CHEMBL517123
CHEMBL1824	CHEMBL529066
CHEMBL1824	CHEMBL531804
CHEMBL1841	CHEMBL179311
CHEMBL1841	CHEMBL179465
CHEMBL1841	CHEMBL188381
CHEMBL1841	CHEMBL189459
CHEMBL1841	CHEMBL1909352
CHEMBL1841	CHEMBL1909357
CHEMBL1841	CHEMBL1909358
CHEMBL1841	CHEMBL1909359
CHEMBL1841	CHEMBL1909381
CHEMBL1841	CHEMBL1909383
CHEMBL1841	CHEMBL1909396
CHEMBL1841	CHEMBL191705
CHEMBL1841	CHEMBL206010
CHEMBL1841	CHEMBL237347
CHEMBL1841	CHEMBL251549
CHEMBL1841	CHEMBL269883
CHEMBL1841	CHEMBL272165
CHEMBL1841	CHEMBL306865
CHEMBL1841	CHEMBL365297
CHEMBL1841	CHEMBL372474
CHEMBL1841	CHEMBL373751
CHEMBL1841	CHEMBL410072
CHEMBL1841	CHEMBL434729
CHEMBL1841	CHEMBL473420
CHEMBL1841	CHEMBL479079
CHEMBL1841	CHEMBL581096
CHEMBL1841	CHEMBL66292
CHEMBL1841	CHEMBL67241
CHEMBL1844	CHEMBL175321
CHEMBL1844	CHEMBL176553
CHEMBL1844	CHEMBL1789962
CHEMBL1844	CHEMBL1789963
CHEMBL1844	CHEMBL179311
CHEMBL1844	CHEMBL1794055
CHEMBL1844	CHEMBL1794060
CHEMBL1844	CHEMBL1794062
CHEMBL1844	CHEMBL1794073
CHEMBL1844	CHEMBL179465
