83990
53335
11200
2192
672
51592
10884
577
80205
9497
595
57161
5892
7141
4856
4214
150094
2263
7517
7015
675
22891
5889
4046
5888
4683
208
207
5290
10371
80129
2255
5168
57178
81847
9833
29086
79728
2099
4916
